# UC-Cross-Atlas cell-type label crosswalk
#
# Generated by scripts/build_celltype_crosswalk.py — rerun on any change
# to _broad_vocab.py / loader FINE_TO_BROAD maps / canonical_broad_DRAFT.md
# CL pin. Do not hand-edit; this file is regenerable.
#
# Tier 'fine' rows = the post-QC fine labels emitted into obs['cell_type_fine']
# by each loader. Tier 'broad' rows = the 15 _BROAD_VOCAB terms; one row per
# (atlas, broad) documenting CL anchor + whether the atlas populates that
# bucket.
#
# Atlases that live on HB only (TAURUS, HCA Gut, Pan-GI) carry
# paper-supplement-sourced DRAFT rows from 2026-06-27 (per DECISIONS 31),
# marked source='paper-supplement' and notes prefixed 'VERIFY ON LOAD:'.
# A single residual `<pending-HB-unseen: ~N labels>` row per atlas tracks
# the coverage gap for native labels that were NOT reachable from the
# paper / portal at draft time. Companion narrative (granularity flags,
# uncertain rows, source URLs): data/atlases/crosswalk_draft_notes.md.
#
# build_sha: f906d72
# build_date: 2026-06-27
atlas	tier	native_label	native_col	post_qc_label	canonical_broad	canonical_fine	cl_anchor	source	notes
hca_gut	fine	Naive B cells	author_cell_type	Naive B cells	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Memory B cells	author_cell_type	Memory B cells	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	FCRL4+ memory B cells	author_cell_type	FCRL4+ memory B cells	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: tissue-resident memory
hca_gut	fine	Cycling B cells	author_cell_type	Cycling B cells	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: cycling-B-lineage
hca_gut	fine	IgM plasma cells	author_cell_type	IgM plasma cells	plasma cell	plasma_cell_collapsed	CL:0000786	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	IgA plasma cells	author_cell_type	IgA plasma cells	plasma cell	plasma_cell_collapsed	CL:0000786	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	IgG plasma cells	author_cell_type	IgG plasma cells	plasma cell	plasma_cell_collapsed	CL:0000786	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	ILCPs	author_cell_type	ILCPs	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: ILC progenitor
hca_gut	fine	NCR+ ILC3	author_cell_type	NCR+ ILC3	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	NCR- ILC3	author_cell_type	NCR- ILC3	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	LTi-like ILC3	author_cell_type	LTi-like ILC3	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: lymphoid tissue inducer
hca_gut	fine	NK cells	author_cell_type	NK cells	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: classical NK
hca_gut	fine	Adult ILC3	author_cell_type	Adult ILC3	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: draft from paper/portal
hca_gut	fine	Erythroid	author_cell_type	Erythroid	(exclude)			paper-supplement	VERIFY ON LOAD: developmental; drop in QC (not in 15-term vocab)
hca_gut	fine	<pending-HB-unseen: ~30 labels>	author_cell_type	<pending-HB>	<pending-HB>	<pending-HB>		pending-HB	Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Drafted rows above cover the subset reachable from paper supplement / portal at draft time; remaining labels must be enumerated from obs on first HB load and added by extending the draft block in scripts/build_celltype_crosswalk.py. See data/atlases/crosswalk_draft_notes.md for the per-atlas granularity flags and uncertain rows.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	B cell	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Drafted from 8 native fine label(s) in the draft block.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	NK/ILC	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Drafted from 6 native fine label(s) in the draft block.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	T cell	T cell		CL:0000084	paper-supplement	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Drafted from 8 native fine label(s) in the draft block.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	colonocyte	colonocyte		CL:1000347	paper-supplement	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Drafted from 4 native fine label(s) in the draft block.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	dendritic cell	dendritic cell		CL:0000451	paper-supplement-uncertain	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Fetched paper/portal text did not surface a label for this bucket; could not call populated-vs-zero. Confirm from obs on first HB load.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	endothelium	endothelium		CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Drafted from 10 native fine label(s) in the draft block.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	enteroendocrine/tuft	enteroendocrine/tuft		CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Drafted from 13 native fine label(s) in the draft block.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	epithelial progenitor	epithelial progenitor		CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Drafted from 5 native fine label(s) in the draft block.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	fibroblast	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Drafted from 19 native fine label(s) in the draft block.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	goblet	goblet		CL:0000160	paper-supplement	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Drafted from 3 native fine label(s) in the draft block.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	granulocyte	granulocyte		CL:0000094,CL:0000775,CL:0000771	paper-supplement-uncertain	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Fetched paper/portal text did not surface a label for this bucket; could not call populated-vs-zero. Confirm from obs on first HB load.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	mast cell	mast cell		CL:0000097	paper-supplement-uncertain	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Fetched paper/portal text did not surface a label for this bucket; could not call populated-vs-zero. Confirm from obs on first HB load.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	monocyte/macrophage	monocyte/macrophage		CL:0000576,CL:0000235	paper-supplement-uncertain	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Fetched paper/portal text did not surface a label for this bucket; could not call populated-vs-zero. Confirm from obs on first HB load.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	mural/glia	mural/glia		CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Drafted from 15 native fine label(s) in the draft block.
hca_gut	broad	<draft-from-paper>	category (mapped via category -> _BROAD_VOCAB)	plasma cell	plasma cell		CL:0000786	paper-supplement	VERIFY ON LOAD: Elmentaite et al., Nature 597:250 (2021); CELLxGENE deposit f34d2b82-9265-4a73-bda4-852933bf2a8d; draft from PMC8426186 full-text (2026-06-27). Drafted from 3 native fine label(s) in the draft block.
pangi	fine	INFLAREs	level_3_annot	INFLAREs	goblet	paneth_like	CL:0000160	paper-supplement	VERIFY ON LOAD: metaplastic secretory MUC6+; NOVEL to Pan-GI — no direct counterpart in Smillie/Garrido/TAURUS
pangi	fine	MGN cells	level_3_annot	MGN cells	goblet	paneth_like	CL:0000160	paper-supplement	VERIFY ON LOAD: mucous gland neck; metaplastic
pangi	fine	Surface foveolar cells	level_3_annot	Surface foveolar cells	colonocyte		CL:1000347	paper-supplement	VERIFY ON LOAD: gastric surface; non-colon, region-filter
pangi	fine	Surface foveolar-like cells	level_3_annot	Surface foveolar-like cells	colonocyte		CL:1000347	paper-supplement	VERIFY ON LOAD: metaplastic; UNCERTAIN broad
pangi	fine	Paneth cells	level_3_annot	Paneth cells	goblet	paneth_like	CL:0000160	paper-supplement	VERIFY ON LOAD: native SI Paneth
pangi	fine	Metaplastic Paneth cells	level_3_annot	Metaplastic Paneth cells	goblet	paneth_like	CL:0000160	paper-supplement	VERIFY ON LOAD: colonic metaplastic Paneth, UC-relevant
pangi	fine	Goblet cells	level_3_annot	Goblet cells	goblet	goblet	CL:0000160	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	BEST4 enterocytes	level_3_annot	BEST4 enterocytes	colonocyte	absorptive_enterocyte	CL:1000347	paper-supplement	VERIFY ON LOAD: BEST4+ subtype
pangi	fine	Colonocytes	level_3_annot	Colonocytes	colonocyte	absorptive_enterocyte	CL:1000347	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	LGR5+ stem cells	level_3_annot	LGR5+ stem cells	epithelial progenitor	crypt_stem	CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	Transit amplifying (TA)	level_3_annot	Transit amplifying (TA)	epithelial progenitor	immature_enterocyte_ta	CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	Deep crypt secretory (DCS)	level_3_annot	Deep crypt secretory (DCS)	goblet		CL:0000160	paper-supplement	VERIFY ON LOAD: colonic functional equivalent of Paneth
pangi	fine	Tuft cells	level_3_annot	Tuft cells	enteroendocrine/tuft	tuft	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	Enteroendocrine cells	level_3_annot	Enteroendocrine cells	enteroendocrine/tuft	enteroendocrine	CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: subtypes not enumerated in fetched text
pangi	fine	Crypt fibroblasts (PI16+)	level_3_annot	Crypt fibroblasts (PI16+)	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: crypt-base PI16+
pangi	fine	Lamina propria fibroblasts (ADAMDEC1+)	level_3_annot	Lamina propria fibroblasts (ADAMDEC1+)	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: LP ADAMDEC1+
pangi	fine	Villus fibroblasts (F3+)	level_3_annot	Villus fibroblasts (F3+)	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	Inflammatory fibroblasts	level_3_annot	Inflammatory fibroblasts	fibroblast	inflammatory_fibroblast	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: IBD-associated; clean cross-atlas anchor
pangi	fine	Oral mucosa fibroblasts	level_3_annot	Oral mucosa fibroblasts	fibroblast	inflammatory_fibroblast	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: appear metaplastically in UC/Crohn's colon per paper
pangi	fine	Oesophagus fibroblasts	level_3_annot	Oesophagus fibroblasts	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: non-colon, region-filter
pangi	fine	Rectum fibroblasts	level_3_annot	Rectum fibroblasts	fibroblast	fibroblast_stromal	CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	Smooth muscle cells	level_3_annot	Smooth muscle cells	mural/glia		CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: no F8 SM bucket
pangi	fine	Venous endothelial (ACKR1+)	level_3_annot	Venous endothelial (ACKR1+)	endothelium	endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	Arterial endothelial	level_3_annot	Arterial endothelial	endothelium	endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	Capillary endothelial	level_3_annot	Capillary endothelial	endothelium	endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	Lymphatic endothelial	level_3_annot	Lymphatic endothelial	endothelium	lymphatic_endothelial	CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	Glia (subtypes)	level_3_annot	Glia (subtypes)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: placeholder; subtypes not enumerated in fetched text
pangi	fine	Enteric neurons (subtypes)	level_3_annot	Enteric neurons (subtypes)	mural/glia	enteroglial	CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: placeholder; subtypes not enumerated
pangi	fine	CD4 Th17	level_3_annot	CD4 Th17	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	CD4 Treg	level_3_annot	CD4 Treg	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	CD4 TEM	level_3_annot	CD4 TEM	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: effector memory
pangi	fine	CD4 TRM	level_3_annot	CD4 TRM	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: tissue-resident memory
pangi	fine	CD8 T	level_3_annot	CD8 T	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	gamma-delta T	level_3_annot	gamma-delta T	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	MAIT	level_3_annot	MAIT	T cell	t_cell_broad	CL:0000084	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	CD56bright NK	level_3_annot	CD56bright NK	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	ILC3	level_3_annot	ILC3	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	Macrophages	level_3_annot	Macrophages	monocyte/macrophage		CL:0000576,CL:0000235	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	LYVE1+ macrophages	level_3_annot	LYVE1+ macrophages	monocyte/macrophage		CL:0000576,CL:0000235	paper-supplement	VERIFY ON LOAD: tissue-resident
pangi	fine	Dendritic cell subtypes	level_3_annot	Dendritic cell subtypes	dendritic cell		CL:0000451	paper-supplement	VERIFY ON LOAD: placeholder; expect cDC1/cDC2/migratory/pDC
pangi	fine	Mast cells	level_3_annot	Mast cells	mast cell		CL:0000097	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	Neutrophils	level_3_annot	Neutrophils	granulocyte		CL:0000094,CL:0000775,CL:0000771	paper-supplement	VERIFY ON LOAD: only granulocyte anchor across all five atlases
pangi	fine	Progenitor B cells	level_3_annot	Progenitor B cells	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	Mature B cells	level_3_annot	Mature B cells	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	IgA plasma cells	level_3_annot	IgA plasma cells	plasma cell	plasma_cell_collapsed	CL:0000786	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	IgA2 plasma cells	level_3_annot	IgA2 plasma cells	plasma cell	plasma_cell_collapsed	CL:0000786	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	IgM plasma cells	level_3_annot	IgM plasma cells	plasma cell	plasma_cell_collapsed	CL:0000786	paper-supplement	VERIFY ON LOAD: draft from paper/portal
pangi	fine	<pending-HB-unseen: ~91 labels>	level_3_annot	<pending-HB>	<pending-HB>	<pending-HB>		pending-HB	Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted rows above cover the subset reachable from paper supplement / portal at draft time; remaining labels must be enumerated from obs on first HB load and added by extending the draft block in scripts/build_celltype_crosswalk.py. See data/atlases/crosswalk_draft_notes.md for the per-atlas granularity flags and uncertain rows.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	B cell	B cell		CL:0000236	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 2 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	NK/ILC	NK/ILC		CL:0000623,CL:0001065	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 2 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	T cell	T cell		CL:0000084	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 7 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	colonocyte	colonocyte		CL:1000347	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 4 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	dendritic cell	dendritic cell		CL:0000451	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 1 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	endothelium	endothelium		CL:0000115,CL:0002138	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 4 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	enteroendocrine/tuft	enteroendocrine/tuft		CL:0000164,CL:0002204	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 2 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	epithelial progenitor	epithelial progenitor		CL:0002250,CL:0009010	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 2 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	fibroblast	fibroblast		CL:0000057,CL:0000669	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 7 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	goblet	goblet		CL:0000160	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 6 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	granulocyte	granulocyte		CL:0000094,CL:0000775,CL:0000771	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 1 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	mast cell	mast cell		CL:0000097	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 1 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	monocyte/macrophage	monocyte/macrophage		CL:0000576,CL:0000235	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 2 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	mural/glia	mural/glia		CL:4040002,CL:0000125	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 3 native fine label(s) in the draft block.
pangi	broad	<draft-from-paper>	level_2_annot (mapped via level_2_annot -> _BROAD_VOCAB)	plasma cell	plasma cell		CL:0000786	paper-supplement	VERIFY ON LOAD: Oliver et al., Nature 635:699 (2024); CELLxGENE deposit 1dcf15ee-c103-4aaa-8b8c-0fc697fcccc8; draft from PMC11578898 Fig 1-4 captions (2026-06-27). Pan-GI integrates Smillie+Kong donors — donor-overlap scan flagged in DECISIONS.. Drafted from 3 native fine label(s) in the draft block.
